Timestamp (ms),Latitude (deg),Longitude (deg),Altitude (m)
12780,45.0000874149,-73.9999707311,1
12790,45.0000874366,-73.9999708606,1
12800,45.0000874581,-73.9999709901,1
12810,45.0000874795,-73.9999711196,1
12820,45.0000875009,-73.9999712492,1
12830,45.0000875221,-73.9999713788,1
12840,45.0000875432,-73.9999715084,1
12850,45.0000875643,-73.9999716381,1
12860,45.0000875852,-73.9999717678,1
12870,45.0000876061,-73.9999718975,1
12880,45.0000876269,-73.9999720273,1
12890,45.0000876475,-73.9999721571,1
12900,45.0000876681,-73.9999722869,1
12910,45.0000876886,-73.9999724167,1
12920,45.0000877089,-73.9999725466,1
12930,45.0000877292,-73.9999726765,1
12940,45.0000877494,-73.9999728064,1
12950,45.0000877695,-73.9999729364,1
12960,45.0000877895,-73.9999730664,1
12970,45.0000878094,-73.9999731964,1
12980,45.0000878292,-73.9999733265,1
12990,45.0000878489,-73.9999734566,1
13000,45.0000878685,-73.9999735867,1
13010,45.000087888,-73.9999737168,1
13020,45.0000879074,-73.999973847,1
13030,45.0000879267,-73.9999739772,1
13040,45.000087946,-73.9999741074,1
13050,45.0000879651,-73.9999742377,1
13060,45.0000879841,-73.999974368,1
13070,45.000088003,-73.9999744983,1
13080,45.0000880219,-73.9999746287,1
13090,45.0000880406,-73.999974759,1
13100,45.0000880593,-73.9999748894,1
13110,45.0000880778,-73.9999750198,1
13120,45.0000880963,-73.9999751503,1
13130,45.0000881146,-73.9999752808,1
13140,45.0000881329,-73.9999754113,1
13150,45.000088151,-73.9999755418,1
13160,45.0000881691,-73.9999756724,1
13170,45.000088187,-73.999975803,1
13180,45.0000882049,-73.9999759336,1
13190,45.0000882227,-73.9999760642,1
13200,45.0000882404,-73.9999761949,1
13210,45.0000882579,-73.9999763256,1
13220,45.0000882754,-73.9999764563,1
13230,45.0000882928,-73.9999765871,1
13240,45.0000883101,-73.9999767178,1
13250,45.0000883273,-73.9999768486,1
13260,45.0000883444,-73.9999769794,1
13270,45.0000883614,-73.9999771103,1
13280,45.0000883783,-73.9999772412,1
13290,45.0000883951,-73.9999773721,1
13300,45.0000884118,-73.999977503,1
13310,45.0000884284,-73.9999776339,1
13320,45.0000884449,-73.9999777649,1
13330,45.0000884613,-73.9999778959,1
13340,45.0000884777,-73.9999780269,1
13350,45.0000884939,-73.999978158,1
13360,45.00008851,-73.999978289,1
13370,45.000088526,-73.9999784201,1
13380,45.000088542,-73.9999785512,1
13390,45.0000885578,-73.9999786824,1
13400,45.0000885735,-73.9999788135,1
13410,45.0000885892,-73.9999789447,1
13420,45.0000886047,-73.9999790759,1
13430,45.0000886202,-73.9999792072,1
13440,45.0000886355,-73.9999793384,1
13450,45.0000886508,-73.9999794697,1
13460,45.0000886659,-73.999979601,1
13470,45.000088681,-73.9999797323,1
13480,45.0000886959,-73.9999798637,1
13490,45.0000887108,-73.999979995,1
13500,45.0000887256,-73.9999801264,1
13510,45.0000887402,-73.9999802578,1
13520,45.0000887548,-73.9999803893,1
13530,45.0000887693,-73.9999805207,1
13540,45.0000887836,-73.9999806522,1
13550,45.0000887979,-73.9999807837,1
13560,45.0000888121,-73.9999809152,1
13570,45.0000888262,-73.9999810467,1
13580,45.0000888402,-73.9999811783,1
13590,45.0000888541,-73.9999813099,1
13600,45.0000888678,-73.9999814415,1
13610,45.0000888815,-73.9999815731,1
13620,45.0000888951,-73.9999817047,1
13630,45.0000889086,-73.9999818364,1
13640,45.000088922,-73.9999819681,1
13650,45.0000889353,-73.9999820998,1
13660,45.0000889485,-73.9999822315,1
13670,45.0000889617,-73.9999823632,1
13680,45.0000889747,-73.999982495,1
13690,45.0000889876,-73.9999826268,1
13700,45.0000890004,-73.9999827586,1
13710,45.0000890131,-73.9999828904,1
13720,45.0000890257,-73.9999830222,1
13730,45.0000890383,-73.9999831541,1
13740,45.0000890507,-73.9999832859,1
13750,45.000089063,-73.9999834178,1
13760,45.0000890752,-73.9999835497,1
13770,45.0000890874,-73.9999836817,1
13780,45.0000890994,-73.9999838136,1
13790,45.0000891113,-73.9999839456,1
13800,45.0000891232,-73.9999840775,1
13810,45.0000891349,-73.9999842095,1
13820,45.0000891466,-73.9999843416,1
13830,45.0000891581,-73.9999844736,1
13840,45.0000891696,-73.9999846056,1
13850,45.0000891809,-73.9999847377,1
13860,45.0000891922,-73.9999848698,1
13870,45.0000892033,-73.9999850019,1
13880,45.0000892144,-73.999985134,1
13890,45.0000892253,-73.9999852661,1
13900,45.0000892362,-73.9999853983,1
13910,45.000089247,-73.9999855304,1
13920,45.0000892576,-73.9999856626,1
13930,45.0000892682,-73.9999857948,1
13940,45.0000892787,-73.999985927,1
13950,45.000089289,-73.9999860592,1
13960,45.0000892993,-73.9999861915,1
13970,45.0000893095,-73.9999863237,1
13980,45.0000893196,-73.999986456,1
13990,45.0000893295,-73.9999865883,1
14000,45.0000893394,-73.9999867206,1
14010,45.0000893492,-73.9999868529,1
14020,45.0000893589,-73.9999869852,1
14030,45.0000893685,-73.9999871176,1
14040,45.000089378,-73.99998725,1
14050,45.0000893874,-73.9999873823,1
14060,45.0000893967,-73.9999875147,1
14070,45.0000894059,-73.9999876471,1
14080,45.000089415,-73.9999877795,1
14090,45.000089424,-73.9999879119,1
14100,45.0000894329,-73.9999880444,1
14110,45.0000894417,-73.9999881768,1
14120,45.0000894504,-73.9999883093,1
14130,45.000089459,-73.9999884418,1
14140,45.0000894675,-73.9999885743,1
14150,45.0000894759,-73.9999887068,1
14160,45.0000894842,-73.9999888393,1
14170,45.0000894924,-73.9999889718,1
14180,45.0000895005,-73.9999891044,1
14190,45.0000895086,-73.9999892369,1
14200,45.0000895165,-73.9999893695,1
14210,45.0000895243,-73.9999895021,1
14220,45.000089532,-73.9999896346,1
14230,45.0000895396,-73.9999897672,1
14240,45.0000895472,-73.9999898999,1
14250,45.0000895546,-73.9999900325,1
14260,45.0000895619,-73.9999901651,1
14270,45.0000895692,-73.9999902978,1
14280,45.0000895763,-73.9999904304,1
14290,45.0000895833,-73.9999905631,1
14300,45.0000895903,-73.9999906957,1
14310,45.0000895971,-73.9999908284,1
14320,45.0000896039,-73.9999909611,1
14330,45.0000896105,-73.9999910938,1
14340,45.0000896171,-73.9999912265,1
14350,45.0000896235,-73.9999913593,1
14360,45.0000896299,-73.999991492,1
14370,45.0000896361,-73.9999916247,1
14380,45.0000896423,-73.9999917575,1
14390,45.0000896483,-73.9999918903,1
14400,45.0000896543,-73.999992023,1
14410,45.0000896601,-73.9999921558,1
14420,45.0000896659,-73.9999922886,1
14430,45.0000896715,-73.9999924214,1
14440,45.0000896771,-73.9999925542,1
14450,45.0000896826,-73.999992687,1
14460,45.0000896879,-73.9999928198,1
14470,45.0000896932,-73.9999929527,1
14480,45.0000896984,-73.9999930855,1
14490,45.0000897034,-73.9999932183,1
14500,45.0000897084,-73.9999933512,1
14510,45.0000897133,-73.999993484,1
14520,45.0000897181,-73.9999936169,1
14530,45.0000897227,-73.9999937498,1
14540,45.0000897273,-73.9999938827,1
14550,45.0000897318,-73.9999940156,1
14560,45.0000897362,-73.9999941484,1
14570,45.0000897405,-73.9999942813,1
14580,45.0000897447,-73.9999944142,1
14590,45.0000897487,-73.9999945472,1
14600,45.0000897527,-73.9999946801,1
14610,45.0000897566,-73.999994813,1
14620,45.0000897604,-73.9999949459,1
14630,45.0000897641,-73.9999950789,1
14640,45.0000897677,-73.9999952118,1
14650,45.0000897712,-73.9999953447,1
14660,45.0000897746,-73.9999954777,1
14670,45.0000897779,-73.9999956107,1
14680,45.0000897811,-73.9999957436,1
14690,45.0000897842,-73.9999958766,1
14700,45.0000897872,-73.9999960095,1
14710,45.0000897901,-73.9999961425,1
14720,45.0000897929,-73.9999962755,1
14730,45.0000897956,-73.9999964085,1
14740,45.0000897982,-73.9999965415,1
14750,45.0000898007,-73.9999966745,1
14760,45.0000898032,-73.9999968074,1
14770,45.0000898055,-73.9999969404,1
14780,45.0000898077,-73.9999970734,1
14790,45.0000898098,-73.9999972064,1
14800,45.0000898118,-73.9999973395,1
14810,45.0000898137,-73.9999974725,1
14820,45.0000898156,-73.9999976055,1
14830,45.0000898173,-73.9999977385,1
14840,45.0000898189,-73.9999978715,1
14850,45.0000898204,-73.9999980045,1
14860,45.0000898219,-73.9999981375,1
14870,45.0000898232,-73.9999982706,1
14880,45.0000898244,-73.9999984036,1
14890,45.0000898256,-73.9999985366,1
14900,45.0000898266,-73.9999986697,1
14910,45.0000898275,-73.9999988027,1
14920,45.0000898284,-73.9999989357,1
14930,45.0000898291,-73.9999990687,1
14940,45.0000898298,-73.9999992018,1
14950,45.0000898303,-73.9999993348,1
14960,45.0000898307,-73.9999994679,1
14970,45.0000898311,-73.9999996009,1
14980,45.0000898313,-73.9999997339,1
14990,45.0000898315,-73.999999867,1
15000,45.0000898315,-74.0,1
15010,45.0000898315,-74.000000133,1
15020,45.0000898313,-74.0000002661,1
15030,45.0000898311,-74.0000003991,1
15040,45.0000898307,-74.0000005321,1
15050,45.0000898303,-74.0000006652,1
15060,45.0000898298,-74.0000007982,1
15070,45.0000898291,-74.0000009313,1
15080,45.0000898284,-74.0000010643,1
15090,45.0000898275,-74.0000011973,1
15100,45.0000898266,-74.0000013303,1
15110,45.0000898256,-74.0000014634,1
15120,45.0000898244,-74.0000015964,1
15130,45.0000898232,-74.0000017294,1
15140,45.0000898219,-74.0000018625,1
15150,45.0000898204,-74.0000019955,1
15160,45.0000898189,-74.0000021285,1
15170,45.0000898173,-74.0000022615,1
15180,45.0000898156,-74.0000023945,1
15190,45.0000898137,-74.0000025275,1
15200,45.0000898118,-74.0000026605,1
15210,45.0000898098,-74.0000027936,1
15220,45.0000898077,-74.0000029266,1
15230,45.0000898055,-74.0000030596,1
15240,45.0000898032,-74.0000031926,1
15250,45.0000898007,-74.0000033255,1
15260,45.0000897982,-74.0000034585,1
15270,45.0000897956,-74.0000035915,1
15280,45.0000897929,-74.0000037245,1
15290,45.0000897901,-74.0000038575,1
15300,45.0000897872,-74.0000039905,1
15310,45.0000897842,-74.0000041234,1
15320,45.0000897811,-74.0000042564,1
15330,45.0000897779,-74.0000043893,1
15340,45.0000897746,-74.0000045223,1
15350,45.0000897712,-74.0000046553,1
15360,45.0000897677,-74.0000047882,1
15370,45.0000897641,-74.0000049211,1
15380,45.0000897604,-74.0000050541,1
15390,45.0000897566,-74.000005187,1
15400,45.0000897527,-74.0000053199,1
15410,45.0000897487,-74.0000054528,1
15420,45.0000897447,-74.0000055858,1
15430,45.0000897405,-74.0000057187,1
15440,45.0000897362,-74.0000058516,1
15450,45.0000897318,-74.0000059844,1
15460,45.0000897273,-74.0000061173,1
15470,45.0000897227,-74.0000062502,1
15480,45.0000897181,-74.0000063831,1
15490,45.0000897133,-74.000006516,1
15500,45.0000897084,-74.0000066488,1
15510,45.0000897034,-74.0000067817,1
15520,45.0000896984,-74.0000069145,1
15530,45.0000896932,-74.0000070473,1
15540,45.0000896879,-74.0000071802,1
15550,45.0000896826,-74.000007313,1
15560,45.0000896771,-74.0000074458,1
15570,45.0000896715,-74.0000075786,1
15580,45.0000896659,-74.0000077114,1
15590,45.0000896601,-74.0000078442,1
15600,45.0000896543,-74.000007977,1
15610,45.0000896483,-74.0000081097,1
15620,45.0000896423,-74.0000082425,1
15630,45.0000896361,-74.0000083753,1
15640,45.0000896299,-74.000008508,1
15650,45.0000896235,-74.0000086407,1
15660,45.0000896171,-74.0000087735,1
15670,45.0000896105,-74.0000089062,1
15680,45.0000896039,-74.0000090389,1
15690,45.0000895971,-74.0000091716,1
15700,45.0000895903,-74.0000093043,1
15710,45.0000895833,-74.0000094369,1
15720,45.0000895763,-74.0000095696,1
15730,45.0000895692,-74.0000097022,1
15740,45.0000895619,-74.0000098349,1
15750,45.0000895546,-74.0000099675,1
15760,45.0000895472,-74.0000101001,1
15770,45.0000895396,-74.0000102328,1
15780,45.000089532,-74.0000103654,1
15790,45.0000895243,-74.0000104979,1
15800,45.0000895165,-74.0000106305,1
15810,45.0000895086,-74.0000107631,1
15820,45.0000895005,-74.0000108956,1
15830,45.0000894924,-74.0000110282,1
15840,45.0000894842,-74.0000111607,1
15850,45.0000894759,-74.0000112932,1
15860,45.0000894675,-74.0000114257,1
15870,45.000089459,-74.0000115582,1
15880,45.0000894504,-74.0000116907,1
15890,45.0000894417,-74.0000118232,1
15900,45.0000894329,-74.0000119556,1
15910,45.000089424,-74.0000120881,1
15920,45.000089415,-74.0000122205,1
15930,45.0000894059,-74.0000123529,1
15940,45.0000893967,-74.0000124853,1
15950,45.0000893874,-74.0000126177,1
15960,45.000089378,-74.00001275,1
15970,45.0000893685,-74.0000128824,1
15980,45.0000893589,-74.0000130148,1
15990,45.0000893492,-74.0000131471,1
16000,45.0000893394,-74.0000132794,1
16010,45.0000893295,-74.0000134117,1
16020,45.0000893196,-74.000013544,1
16030,45.0000893095,-74.0000136763,1
16040,45.0000892993,-74.0000138085,1
16050,45.000089289,-74.0000139408,1
16060,45.0000892787,-74.000014073,1
16070,45.0000892682,-74.0000142052,1
16080,45.0000892576,-74.0000143374,1
16090,45.000089247,-74.0000144696,1
16100,45.0000892362,-74.0000146017,1
16110,45.0000892253,-74.0000147339,1
16120,45.0000892144,-74.000014866,1
16130,45.0000892033,-74.0000149981,1
16140,45.0000891922,-74.0000151302,1
16150,45.0000891809,-74.0000152623,1
16160,45.0000891696,-74.0000153944,1
16170,45.0000891581,-74.0000155264,1
16180,45.0000891466,-74.0000156584,1
16190,45.0000891349,-74.0000157905,1
16200,45.0000891232,-74.0000159225,1
16210,45.0000891113,-74.0000160544,1
16220,45.0000890994,-74.0000161864,1
16230,45.0000890874,-74.0000163183,1
16240,45.0000890752,-74.0000164503,1
16250,45.000089063,-74.0000165822,1
16260,45.0000890507,-74.0000167141,1
16270,45.0000890383,-74.0000168459,1
16280,45.0000890257,-74.0000169778,1
16290,45.0000890131,-74.0000171096,1
16300,45.0000890004,-74.0000172414,1
16310,45.0000889876,-74.0000173732,1
16320,45.0000889747,-74.000017505,1
16330,45.0000889617,-74.0000176368,1
16340,45.0000889485,-74.0000177685,1
16350,45.0000889353,-74.0000179002,1
16360,45.000088922,-74.0000180319,1
16370,45.0000889086,-74.0000181636,1
16380,45.0000888951,-74.0000182953,1
16390,45.0000888815,-74.0000184269,1
16400,45.0000888678,-74.0000185585,1
16410,45.0000888541,-74.0000186901,1
16420,45.0000888402,-74.0000188217,1
16430,45.0000888262,-74.0000189533,1
16440,45.0000888121,-74.0000190848,1
16450,45.0000887979,-74.0000192163,1
16460,45.0000887836,-74.0000193478,1
16470,45.0000887693,-74.0000194793,1
16480,45.0000887548,-74.0000196107,1
16490,45.0000887402,-74.0000197422,1
16500,45.0000887256,-74.0000198736,1
16510,45.0000887108,-74.000020005,1
16520,45.0000886959,-74.0000201363,1
16530,45.000088681,-74.0000202677,1
16540,45.0000886659,-74.000020399,1
16550,45.0000886508,-74.0000205303,1
16560,45.0000886355,-74.0000206616,1
16570,45.0000886202,-74.0000207928,1
16580,45.0000886047,-74.0000209241,1
16590,45.0000885892,-74.0000210553,1
16600,45.0000885735,-74.0000211865,1
16610,45.0000885578,-74.0000213176,1
16620,45.000088542,-74.0000214488,1
16630,45.000088526,-74.0000215799,1
16640,45.00008851,-74.000021711,1
16650,45.0000884939,-74.000021842,1
16660,45.0000884777,-74.0000219731,1
16670,45.0000884613,-74.0000221041,1
16680,45.0000884449,-74.0000222351,1
16690,45.0000884284,-74.0000223661,1
16700,45.0000884118,-74.000022497,1
16710,45.0000883951,-74.0000226279,1
16720,45.0000883783,-74.0000227588,1
16730,45.0000883614,-74.0000228897,1
16740,45.0000883444,-74.0000230206,1
16750,45.0000883273,-74.0000231514,1
16760,45.0000883101,-74.0000232822,1
16770,45.0000882928,-74.0000234129,1
16780,45.0000882754,-74.0000235437,1
16790,45.0000882579,-74.0000236744,1
16800,45.0000882404,-74.0000238051,1
16810,45.0000882227,-74.0000239358,1
16820,45.0000882049,-74.0000240664,1
16830,45.000088187,-74.000024197,1
16840,45.0000881691,-74.0000243276,1
16850,45.000088151,-74.0000244582,1
16860,45.0000881329,-74.0000245887,1
16870,45.0000881146,-74.0000247192,1
16880,45.0000880963,-74.0000248497,1
16890,45.0000880778,-74.0000249802,1
16900,45.0000880593,-74.0000251106,1
16910,45.0000880406,-74.000025241,1
16920,45.0000880219,-74.0000253713,1
16930,45.000088003,-74.0000255017,1
16940,45.0000879841,-74.000025632,1
16950,45.0000879651,-74.0000257623,1
16960,45.000087946,-74.0000258926,1
16970,45.0000879267,-74.0000260228,1
16980,45.0000879074,-74.000026153,1
16990,45.000087888,-74.0000262832,1
17000,45.0000878685,-74.0000264133,1
17010,45.0000878489,-74.0000265434,1
17020,45.0000878292,-74.0000266735,1
17030,45.0000878094,-74.0000268036,1
17040,45.0000877895,-74.0000269336,1
17050,45.0000877695,-74.0000270636,1
17060,45.0000877494,-74.0000271936,1
17070,45.0000877292,-74.0000273235,1
17080,45.0000877089,-74.0000274534,1
17090,45.0000876886,-74.0000275833,1
17100,45.0000876681,-74.0000277131,1
17110,45.0000876475,-74.0000278429,1
17120,45.0000876269,-74.0000279727,1
17130,45.0000876061,-74.0000281025,1
17140,45.0000875852,-74.0000282322,1
17150,45.0000875643,-74.0000283619,1
17160,45.0000875432,-74.0000284916,1
17170,45.0000875221,-74.0000286212,1
17180,45.0000875009,-74.0000287508,1
17190,45.0000874795,-74.0000288804,1
17200,45.0000874581,-74.0000290099,1
17210,45.0000874366,-74.0000291394,1
17220,45.0000874149,-74.0000292689,1
17230,45.0000873932,-74.0000293983,1
17240,45.0000873714,-74.0000295277,1
17250,45.0000873495,-74.0000296571,1
17260,45.0000873275,-74.0000297865,1
17270,45.0000873054,-74.0000299158,1
17280,45.0000872832,-74.0000300451,1
17290,45.0000872609,-74.0000301743,1
17300,45.0000872385,-74.0000303035,1
17310,45.000087216,-74.0000304327,1
17320,45.0000871934,-74.0000305618,1
17330,45.0000871707,-74.000030691,1
17340,45.000087148,-74.00003082,1
17350,45.0000871251,-74.0000309491,1
17360,45.0000871021,-74.0000310781,1
17370,45.0000870791,-74.0000312071,1
17380,45.0000870559,-74.000031336,1
17390,45.0000870327,-74.0000314649,1
17400,45.0000870093,-74.0000315938,1
17410,45.0000869859,-74.0000317226,1
17420,45.0000869623,-74.0000318514,1
17430,45.0000869387,-74.0000319802,1
17440,45.000086915,-74.000032109,1
17450,45.0000868911,-74.0000322377,1
17460,45.0000868672,-74.0000323663,1
17470,45.0000868432,-74.0000324949,1
17480,45.0000868191,-74.0000326235,1
17490,45.0000867949,-74.0000327521,1
17500,45.0000867706,-74.0000328806,1
17510,45.0000867462,-74.0000330091,1
17520,45.0000867217,-74.0000331376,1
17530,45.0000866971,-74.000033266,1
17540,45.0000866724,-74.0000333943,1
17550,45.0000866477,-74.0000335227,1
17560,45.0000866228,-74.000033651,1
17570,45.0000865978,-74.0000337793,1
17580,45.0000865728,-74.0000339075,1
17590,45.0000865476,-74.0000340357,1
17600,45.0000865224,-74.0000341638,1
17610,45.000086497,-74.000034292,1
17620,45.0000864716,-74.00003442,1
17630,45.000086446,-74.0000345481,1
17640,45.0000864204,-74.0000346761,1
17650,45.0000863947,-74.000034804,1
17660,45.0000863689,-74.000034932,1
17670,45.000086343,-74.0000350599,1
17680,45.000086317,-74.0000351877,1
17690,45.0000862908,-74.0000353155,1
17700,45.0000862646,-74.0000354433,1
17710,45.0000862384,-74.000035571,1
17720,45.000086212,-74.0000356987,1
17730,45.0000861855,-74.0000358264,1
17740,45.0000861589,-74.000035954,1
17750,45.0000861322,-74.0000360816,1
17760,45.0000861055,-74.0000362091,1
17770,45.0000860786,-74.0000363366,1
17780,45.0000860517,-74.0000364641,1
17790,45.0000860246,-74.0000365915,1
17800,45.0000859975,-74.0000367189,1
17810,45.0000859702,-74.0000368462,1
17820,45.0000859429,-74.0000369735,1
17830,45.0000859155,-74.0000371008,1
17840,45.000085888,-74.000037228,1
17850,45.0000858603,-74.0000373552,1
17860,45.0000858326,-74.0000374823,1
17870,45.0000858048,-74.0000376094,1
17880,45.0000857769,-74.0000377364,1
17890,45.000085749,-74.0000378635,1
17900,45.0000857209,-74.0000379904,1
17910,45.0000856927,-74.0000381174,1
17920,45.0000856644,-74.0000382442,1
17930,45.0000856361,-74.0000383711,1
17940,45.0000856076,-74.0000384979,1
17950,45.000085579,-74.0000386247,1
17960,45.0000855504,-74.0000387514,1
17970,45.0000855216,-74.000038878,1
17980,45.0000854928,-74.0000390047,1
17990,45.0000854639,-74.0000391313,1
18000,45.0000854349,-74.0000392578,1
18010,45.0000854057,-74.0000393843,1
18020,45.0000853765,-74.0000395108,1
18030,45.0000853472,-74.0000396372,1
18040,45.0000853178,-74.0000397636,1
18050,45.0000852883,-74.0000398899,1
18060,45.0000852588,-74.0000400162,1
18070,45.0000852291,-74.0000401424,1
18080,45.0000851993,-74.0000402686,1
18090,45.0000851694,-74.0000403948,1
18100,45.0000851395,-74.0000405209,1
18110,45.0000851094,-74.000040647,1
18120,45.0000850793,-74.000040773,1
18130,45.0000850491,-74.000040899,1
18140,45.0000850187,-74.0000410249,1
18150,45.0000849883,-74.0000411508,1
18160,45.0000849578,-74.0000412766,1
18170,45.0000849272,-74.0000414024,1
18180,45.0000848965,-74.0000415282,1
18190,45.0000848657,-74.0000416539,1
18200,45.0000848348,-74.0000417795,1
18210,45.0000848038,-74.0000419052,1
18220,45.0000847727,-74.0000420307,1
18230,45.0000847415,-74.0000421562,1
18240,45.0000847103,-74.0000422817,1
18250,45.0000846789,-74.0000424071,1
18260,45.0000846475,-74.0000425325,1
18270,45.0000846159,-74.0000426579,1
18280,45.0000845843,-74.0000427832,1
18290,45.0000845526,-74.0000429084,1
18300,45.0000845208,-74.0000430336,1
18310,45.0000844888,-74.0000431587,1
18320,45.0000844568,-74.0000432838,1
18330,45.0000844247,-74.0000434089,1
18340,45.0000843926,-74.0000435339,1
18350,45.0000843603,-74.0000436589,1
18360,45.0000843279,-74.0000437838,1
18370,45.0000842954,-74.0000439086,1
18380,45.0000842629,-74.0000440334,1
18390,45.0000842302,-74.0000441582,1
18400,45.0000841975,-74.0000442829,1
18410,45.0000841646,-74.0000444076,1
18420,45.0000841317,-74.0000445322,1
18430,45.0000840987,-74.0000446568,1
18440,45.0000840656,-74.0000447813,1
18450,45.0000840324,-74.0000449058,1
18460,45.0000839991,-74.0000450302,1
18470,45.0000839657,-74.0000451546,1
18480,45.0000839322,-74.0000452789,1
18490,45.0000838986,-74.0000454032,1
18500,45.000083865,-74.0000455274,1
18510,45.0000838312,-74.0000456516,1
18520,45.0000837973,-74.0000457757,1
18530,45.0000837634,-74.0000458998,1
18540,45.0000837294,-74.0000460238,1
18550,45.0000836952,-74.0000461478,1
18560,45.000083661,-74.0000462717,1
18570,45.0000836267,-74.0000463956,1
18580,45.0000835923,-74.0000465194,1
18590,45.0000835578,-74.0000466432,1
18600,45.0000835232,-74.0000467669,1
18610,45.0000834886,-74.0000468906,1
18620,45.0000834538,-74.0000470142,1
18630,45.0000834189,-74.0000471378,1
18640,45.000083384,-74.0000472613,1
18650,45.0000833489,-74.0000473847,1
18660,45.0000833138,-74.0000475081,1
18670,45.0000832786,-74.0000476315,1
18680,45.0000832433,-74.0000477548,1
18690,45.0000832079,-74.0000478781,1
18700,45.0000831724,-74.0000480013,1
18710,45.0000831368,-74.0000481244,1
18720,45.0000831011,-74.0000482475,1
18730,45.0000830653,-74.0000483705,1
18740,45.0000830295,-74.0000484935,1
18750,45.0000829935,-74.0000486165,1
18760,45.0000829575,-74.0000487394,1
18770,45.0000829213,-74.0000488622,1
18780,45.0000828851,-74.000048985,1
18790,45.0000828488,-74.0000491077,1
18800,45.0000828124,-74.0000492304,1
18810,45.0000827759,-74.000049353,1
18820,45.0000827393,-74.0000494755,1
18830,45.0000827026,-74.000049598,1
18840,45.0000826658,-74.0000497205,1
18850,45.000082629,-74.0000498429,1
18860,45.000082592,-74.0000499652,1
18870,45.000082555,-74.0000500875,1
18880,45.0000825178,-74.0000502098,1
18890,45.0000824806,-74.0000503319,1
18900,45.0000824433,-74.0000504541,1
18910,45.0000824059,-74.0000505761,1
18920,45.0000823684,-74.0000506981,1
18930,45.0000823308,-74.0000508201,1
18940,45.0000822931,-74.000050942,1
18950,45.0000822554,-74.0000510638,1
18960,45.0000822175,-74.0000511856,1
18970,45.0000821796,-74.0000513074,1
18980,45.0000821415,-74.000051429,1
18990,45.0000821034,-74.0000515507,1
19000,45.0000820652,-74.0000516722,1
19010,45.0000820269,-74.0000517937,1
19020,45.0000819885,-74.0000519152,1
19030,45.00008195,-74.0000520366,1
19040,45.0000819114,-74.0000521579,1
19050,45.0000818727,-74.0000522792,1
19060,45.000081834,-74.0000524004,1
19070,45.0000817951,-74.0000525216,1
19080,45.0000817562,-74.0000526427,1
19090,45.0000817172,-74.0000527637,1
19100,45.0000816781,-74.0000528847,1
19110,45.0000816389,-74.0000530056,1
19120,45.0000815996,-74.0000531265,1
19130,45.0000815602,-74.0000532473,1
19140,45.0000815207,-74.0000533681,1
19150,45.0000814812,-74.0000534888,1
19160,45.0000814415,-74.0000536094,1
19170,45.0000814018,-74.00005373,1
19180,45.0000813619,-74.0000538505,1
19190,45.000081322,-74.000053971,1
19200,45.000081282,-74.0000540914,1
19210,45.0000812419,-74.0000542118,1
19220,45.0000812017,-74.000054332,1
19230,45.0000811614,-74.0000544523,1
19240,45.0000811211,-74.0000545724,1
19250,45.0000810806,-74.0000546925,1
19260,45.0000810401,-74.0000548126,1
19270,45.0000809994,-74.0000549326,1
19280,45.0000809587,-74.0000550525,1
19290,45.0000809179,-74.0000551724,1
19300,45.000080877,-74.0000552922,1
19310,45.000080836,-74.0000554119,1
19320,45.0000807949,-74.0000555316,1
19330,45.0000807538,-74.0000556512,1
19340,45.0000807125,-74.0000557708,1
19350,45.0000806712,-74.0000558903,1
19360,45.0000806298,-74.0000560097,1
19370,45.0000805882,-74.0000561291,1
19380,45.0000805466,-74.0000562484,1
19390,45.0000805049,-74.0000563677,1
19400,45.0000804632,-74.0000564869,1
19410,45.0000804213,-74.000056606,1
19420,45.0000803793,-74.0000567251,1
19430,45.0000803373,-74.0000568441,1
19440,45.0000802951,-74.000056963,1
19450,45.0000802529,-74.0000570819,1
19460,45.0000802106,-74.0000572007,1
19470,45.0000801682,-74.0000573195,1
19480,45.0000801257,-74.0000574382,1
19490,45.0000800831,-74.0000575568,1
19500,45.0000800405,-74.0000576754,1
19510,45.0000799977,-74.0000577939,1
19520,45.0000799549,-74.0000579123,1
19530,45.000079912,-74.0000580307,1
19540,45.0000798689,-74.000058149,1
19550,45.0000798258,-74.0000582673,1
19560,45.0000797827,-74.0000583855,1
19570,45.0000797394,-74.0000585036,1
19580,45.000079696,-74.0000586217,1
19590,45.0000796526,-74.0000587396,1
19600,45.000079609,-74.0000588576,1
19610,45.0000795654,-74.0000589754,1
19620,45.0000795217,-74.0000590932,1
19630,45.0000794779,-74.000059211,1
19640,45.000079434,-74.0000593286,1
19650,45.00007939,-74.0000594463,1
19660,45.000079346,-74.0000595638,1
19670,45.0000793018,-74.0000596813,1
19680,45.0000792576,-74.0000597987,1
19690,45.0000792132,-74.000059916,1
19700,45.0000791688,-74.0000600333,1
19710,45.0000791243,-74.0000601505,1
19720,45.0000790798,-74.0000602677,1
19730,45.0000790351,-74.0000603847,1
19740,45.0000789903,-74.0000605018,1
19750,45.0000789455,-74.0000606187,1
19760,45.0000789006,-74.0000607356,1
19770,45.0000788555,-74.0000608524,1
19780,45.0000788104,-74.0000609692,1
19790,45.0000787652,-74.0000610858,1
19800,45.00007872,-74.0000612025,1
19810,45.0000786746,-74.000061319,1
19820,45.0000786292,-74.0000614355,1
